run_id,ncbi_taxon_id,taxon_rank_level,relative_abundance,name,lineage,CDF,CDF1,CDF2,CDF3,CocoaFlavanols,HighCarbohydrateDiet,KiwifruitCapsules,PsylliumHuskFiber,,,,,,,,,,
ERR262943,1263,genus,0.0070309999999999,Ruminococcus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Ruminococcus__1263,0.330243449981669,0.275773111388627,0.334853915895705,0.298693650710938,0.301787148393453,0.304548103357591,0.286420459726089,0.232969232624788,,,
ERR262943,216572,family,0.0126109999999999,Oscillospiraceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,0.0588283751040363,0.0310166010694744,0.0331789207305051,0.0322030609024395,0.0488871367122709,0.0500510610390771,0.614262265878595,0.369370928811015,,,,
ERR262943,186802,order,0.0126109999999999,Eubacteriales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,0.0503633064912548,0.0221343553916662,0.0252169688900483,0.024845390075387,0.0431118858627235,0.0436840134907502,0.46674681191854,0.655415370890811,,,,,
ERR262943,186801,class,0.0143769999999999,Clostridia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,0.033615632357228,0.0152926274852217,0.0170023969346256,0.0167948702246136,0.0363530522454242,0.0594249243327179,0.203799072810476,0.668874621297751,,,,,,
ERR262943,1239,phylum,0.0170429999999999,Bacillota,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,0.012227616953707,0.0002040399918384,0.0002040399918384,0.0003830703643563,0.0147426651946119,0.0242604720398697,0.141712310003219,0.54998159450589,,,,,,,
ERR262943,718252,strain,0.003498,Faecalibacterium prausnitzii L2-6,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,s__Faecalibacterium prausnitzii__853,st__Faecalibacterium prausnitzii L2-6__718252,0.716729404710288,0.806385140023515,0.804580812103525,0.804717092916477,0.716896190185986,0.718704398409818,0.714351670105283,0.709427830560575,
ERR262943,853,species,0.003498,Faecalibacterium prausnitzii,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,s__Faecalibacterium prausnitzii__853,0.172926590936853,0.138652535815854,0.135264785546765,0.129623078871689,0.153998760838037,0.157081955417941,0.699832532914643,0.115783721727552,,
ERR262943,216851,genus,0.003498,Faecalibacterium,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Faecalibacterium__216851,0.0955770967047338,0.0769548922590008,0.0856620222101155,0.0819104815515471,0.0838400357174728,0.0846022249712794,0.253902788589737,0.0798871408961395,,,
ERR262943,2086273,species,0.002082,Subdoligranulum sp. APC924/74,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Subdoligranulum__292632,n__unclassified Subdoligranulum__2685293,s__Subdoligranulum sp. APC924/74__2086273,0.399633565408556,0.539277112719304,0.536469590457661,0.533283447375782,0.381287060638878,0.383923251310948,0.374563700434448,0.354755840362201,
ERR262943,2685293,no rank,0.002082,unclassified Subdoligranulum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Subdoligranulum__292632,n__unclassified Subdoligranulum__2685293,0.294109563942833,0.444925582124624,0.436846692141862,0.425366400894832,0.266223955228796,0.270341343139143,0.251465045654509,0.207078300736206,,
ERR262943,292632,genus,0.002082,Subdoligranulum,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Subdoligranulum__292632,0.290628435324292,0.449902363960669,0.431352952420056,0.43282301675806,0.262755275367544,0.266615216302682,0.247792325801418,0.20524194080966,,,
ERR262943,301302,species,0.001766,Roseburia faecis,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Roseburia__841,s__Roseburia faecis__301302,0.407161178872409,0.612486008490789,0.609098175216604,0.600595964002409,0.375695236421493,0.378562560852721,0.358908037696455,0.313255007364913,,
ERR262943,841,genus,0.001766,Roseburia,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Roseburia__841,0.127719111229556,0.102528131803024,0.0988604756839088,0.104979196050999,0.0982766143021077,0.662225834455255,0.0967703932762445,0.0906145025162416,,,
ERR262943,186803,family,0.001766,Lachnospiraceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,0.0363587909475514,0.0251694552947429,0.0246974641297513,0.0251876104755695,0.0702587666133287,0.161538590087423,0.0349513657511945,0.0253073004945835,,,,
ERR262943,3085636,order,0.001766,Lachnospirales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,0.0360119701966532,0.0249503674346833,0.0242769578986222,0.0249661390589149,0.0687788915245761,0.159245525919067,0.0343150754427915,0.0251001270957029,,,,,
ERR262943,592028,strain,0.002666,Dialister invisus DSM 15470,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Dialister__39948,s__Dialister invisus__218538,st__Dialister invisus DSM 15470__592028,0.753499450348046,0.839055615498281,0.837169450639281,0.837444217657119,0.752345135848727,0.753765523477189,0.747871208146766,0.739044220070072,
ERR262943,218538,species,0.002666,Dialister invisus,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Dialister__39948,s__Dialister invisus__218538,0.753499450348046,0.839055615498281,0.837169450639281,0.837444217657119,0.752345135848727,0.753765523477189,0.747871208146766,0.739044220070072,,
ERR262943,39948,genus,0.002666,Dialister,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,g__Dialister__39948,0.621347707855152,0.726173808152425,0.724837862794889,0.725996611865915,0.618902981186427,0.620323368814889,0.613410140035646,0.598462691030583,,,
ERR262943,31977,family,0.002666,Veillonellaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,f__Veillonellaceae__31977,0.479662880175859,0.591112258397982,0.587037732616087,0.590698691842194,0.467499310792967,0.468947496384322,0.458820458979004,0.432636733054901,,,,
ERR262943,1843489,order,0.002666,Veillonellales,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,o__Veillonellales__1843489,0.479662880175859,0.591112258397982,0.587037732616087,0.590698691842194,0.467499310792967,0.468947496384322,0.458820458979004,0.432636733054901,,,,,
ERR262943,909932,class,0.002666,Negativicutes,n__cellular organisms__131567,sk__Bacteria__2,cl__Terrabacteria group__1783272,p__Bacillota__1239,c__Negativicutes__909932,0.133821912788571,0.11098890892582,0.108804258075875,0.120380886207185,0.119597674393358,0.120659638908636,0.113586132182758,0.100194881226419,,,,,,
ERR262943,1647988,family,0.001036,Akkermansiaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,o__Verrucomicrobiales__48461,f__Akkermansiaceae__1647988,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,
ERR262943,48461,order,0.001036,Verrucomicrobiales,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,o__Verrucomicrobiales__48461,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,
ERR262943,203494,class,0.001036,Verrucomicrobiae,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,c__Verrucomicrobiae__203494,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,,
ERR262943,74201,phylum,0.001036,Verrucomicrobiota,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,p__Verrucomicrobiota__74201,0.593990472700578,0.808068290298536,0.805540838989926,0.81037119288952,0.574573774849434,0.575315569541665,0.799345364448438,0.546243331369629,,,,,,,
ERR262943,1783257,clade,0.001036,PVC group,n__cellular organisms__131567,sk__Bacteria__2,cl__PVC group__1783257,0.555858373030374,0.793795231349537,0.79226168919548,0.798128194555679,0.533357696498082,0.534374948011698,0.792227603787336,0.498906053263126,,,,,,,,
ERR262943,2184759,species,0.029715,Bacteroides sp. NMBE5,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,n__unclassified Bacteroides__2646097,s__Bacteroides sp. NMBE5__2184759,0.803661847496511,0.755246401759999,0.753671898402824,0.753526295387405,0.799837564421021,0.802442644409044,0.791493143270515,0.767690569585305
ERR262943,2646097,no rank,0.029715,unclassified Bacteroides,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,n__unclassified Bacteroides__2646097,0.347689481346488,0.103309164410392,0.100543929824301,0.0978866573344552,0.324017059059777,0.332311901118564,0.299557695141188,0.235117180832805,
ERR262943,816,genus,0.067892,Bacteroides,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,0.23503204068318,0.0548060834700722,0.0523193124613641,0.0549599125833259,0.218692130701506,0.221532747990822,0.203733131621855,0.157059576594532,,
ERR262943,815,family,0.09911,Bacteroidaceae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,0.206377408343139,0.0489042577593888,0.0473604300700214,0.0498988991826244,0.189226298976381,0.19228584616855,0.171494547380576,0.133487058366827,,,
ERR262943,171549,order,0.111461,Bacteroidales,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,0.087865952440648,0.0206060664707686,0.0204350374851543,0.0217609304005808,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,
ERR262943,200643,class,0.111461,Bacteroidia,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,0.087865952440648,0.0206060664707686,0.0204350374851543,0.0221248195812014,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,
ERR262943,976,phylum,0.111461,Bacteroidota,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,
ERR262943,68336,clade,0.111461,Bacteroidota/Chlorobiota group,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,,
ERR262943,1783270,clade,0.111461,FCB group,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,0.087865952440648,0.0199939464952534,0.0198229175096391,0.0215126996056862,0.0792660302861653,0.0799384410969988,0.0747917808610261,0.0648182574105655,,,,,,,,
ERR262943,997887,strain,0.015771,Bacteroides salyersiae CL02T12C01,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides salyersiae__291644,st__Bacteroides salyersiae CL02T12C01__997887,0.978705295762727,0.9801836768687,0.979875265246614,0.979895964715631,0.977973797399856,0.978229847782882,0.976362815878882,0.954230765366733
ERR262943,291644,species,0.015771,Bacteroides salyersiae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides salyersiae__291644,0.975214150401376,0.976656785373284,0.976354926028094,0.97636557873032,0.974097037554927,0.974557077323347,0.972282016042114,0.947437662137316,
ERR262943,411901,strain,0.008251,Bacteroides caccae ATCC 43185,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides caccae__47678,st__Bacteroides caccae ATCC 43185__411901,0.755212049912181,0.848329209966758,0.842943618051412,0.840013867275386,0.737736843903366,0.741822315053524,0.724524194792499,0.694428228652072
ERR262943,47678,species,0.008251,Bacteroides caccae,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides caccae__47678,0.652060712425937,0.750224076369418,0.740923360379957,0.731383005557028,0.638981487853591,0.646193888324811,0.617051973920476,0.553331914469107,
ERR262943,665954,strain,0.006748,Bacteroides ovatus 3_8_47FAA,n__cellular organisms__131567,sk__Bacteria__2,cl__FCB group__1783270,cl__Bacteroidota/Chlorobiota group__68336,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides ovatus__28116,st__Bacteroides ovatus 3_8_47FAA__665954,0.911994625625903,0.947311313873871,0.946899905569029,0.946986980435405,0.908484545694749,0.909246701340657,0.905621026784003,0.895149045607135
